HIP	RA	DEC	Bayer	Cst
99500	0	0	     	Dra
99639	0	0	     	Cyg
99738	0	0	     	Vul
99675	0	0	omi01	Cyg
99770	0	0	b03  	Cyg
99918	0	0	     	Cap
99655	0	0	     	Cyg
99853	0	0	     	Vul
99874	0	0	     	Vul
99913	0	0	     	Sge
100027	0	0	alf01	Cap
100062	0	0	     	Cap
99255	0	0	kap  	Cep
99848	0	0	omi02	Cyg
99951	0	0	     	Vul
100064	0	0	alf02	Cap
100195	0	0	sig  	Cap
100044	0	0	P    	Cyg
100108	0	0	     	Cyg
100122	0	0	     	Cyg
100310	0	0	nu.  	Cap
100325	0	0	bet02	Cap
100345	0	0	bet  	Cap
100469	0	0	kap01	Sgr
100591	0	0	kap02	Sgr
100435	0	0	     	Vul
100751	0	0	alf  	Pav
100221	0	0	     	Dra
100453	0	0	gam  	Cyg
100261	0	0	AC   	Dra
100587	0	0	     	Cyg
100881	0	0	pi.  	Cap
100977	0	0	     	Aql
101027	0	0	rho  	Cap
100907	0	0	     	Cyg
100859	0	0	     	Cyg
101120	0	0	omi  	Cap
101123	0	0	omi  	Cap
101101	0	0	     	Aql
101076	0	0	     	Cyg
101067	0	0	     	Cyg
101160	0	0	     	Del
101138	0	0	ome01	Cyg
101477	0	0	nu.  	Mic
101214	0	0	     	Cyg
101612	0	0	phi01	Pav
101093	0	0	the  	Cep
101243	0	0	ome02	Cyg
101421	0	0	eps  	Del
101483	0	0	eta  	Del
101773	0	0	rho  	Pav
102162	0	0	mu.01	Oct
102125	0	0	mu.02	Oct
101474	0	0	     	Cyg
101772	0	0	alf  	Ind
101589	0	0	zet  	Del
101692	0	0	     	Aql
101751	0	0	tau01	Cap
101641	0	0	     	Vul
101983	0	0	phi02	Pav
101260	0	0	     	Dra
101716	0	0	     	Vul
102157	0	0	ups  	Pav
101769	0	0	bet  	Del
101800	0	0	iot  	Del
101847	0	0	l    	Aql
101765	0	0	     	Cyg
101923	0	0	tau  	Cap
101867	0	0	     	Vul
101882	0	0	the  	Del
101868	0	0	     	Vul
101916	0	0	kap  	Del
101936	0	0	     	Aqr
101984	0	0	ups  	Cap
100965	0	0	     	Dra
101958	0	0	alf  	Del
101082	0	0	     	Dra
102395	0	0	bet  	Pav
102080	0	0	     	Del
102333	0	0	eta  	Ind
102066	0	0	     	Cyg
102098	0	0	alf  	Cyg
102281	0	0	del  	Del
102177	0	0	     	Cyg
102276	0	0	X    	Cyg
102773	0	0	sig  	Pav
102485	0	0	psi  	Cap
102487	0	0	     	Cap
102388	0	0	     	Vul
102440	0	0	U    	Del
102453	0	0	     	Cyg
102693	0	0	iot  	Mic
102253	0	0	     	Cep
102531	0	0	gam01	Del
102532	0	0	gam02	Del
102488	0	0	eps  	Cyg
102618	0	0	eps  	Aqr
102624	0	0	k    	Aqr
102790	0	0	zet  	Ind
102633	0	0	     	Del
102431	0	0	ups01	Cep
102571	0	0	T    	Cyg
102422	0	0	eta  	Cep
102589	0	0	lam  	Cyg
102831	0	0	alf  	Mic
102950	0	0	iot  	Ind
102805	0	0	     	Del
102819	0	0	     	Del
102724	0	0	     	Cyg
102989	0	0	bet  	Mic
102978	0	0	ome  	Cap
102945	0	0	     	Aqr
102843	0	0	     	Cyg
103005	0	0	     	Aqr
103227	0	0	bet  	Ind
102949	0	0	T    	Vul
103045	0	0	mu.  	Aqr
103004	0	0	     	Vul
103226	0	0	     	Cap
103089	0	0	     	Cyg
102208	0	0	     	Dra
103191	0	0	BW   	Vul
103200	0	0	     	Vul
103294	0	0	     	Del
103298	0	0	     	Del
103401	0	0	     	Aqr
104043	0	0	alf  	Oct
103413	0	0	nu.  	Cyg
103527	0	0	     	Del
103511	0	0	     	Vul
103616	0	0	     	Cap
103569	0	0	eps  	Equ
103738	0	0	gam  	Mic
103682	0	0	     	Aqr
103632	0	0	f01  	Cyg
103882	0	0	zet  	Mic
103813	0	0	lam  	Equ
103732	0	0	     	Cyg
104085	0	0	mu.  	Ind
103981	0	0	     	Aqr
104019	0	0	eta  	Cap
104031	0	0	     	Equ
104177	0	0	eta  	Mic
104148	0	0	del  	Mic
104139	0	0	the  	Cap
104174	0	0	     	PsA
104101	0	0	     	Equ
104060	0	0	ksi  	Cyg
104234	0	0	A    	Cap
104185	0	0	DT   	Cyg
104214	0	0	     	Cyg
104217	0	0	     	Cyg
104365	0	0	chi  	Cap
104194	0	0	f02  	Cyg
104452	0	0	     	Cap
104755	0	0	omi  	Pav
104459	0	0	nu.  	Aqr
104371	0	0	V389 	Cyg
104521	0	0	gam  	Equ
104538	0	0	     	Equ
104750	0	0	     	PsA
104105	0	0	     	Dra
104732	0	0	zet  	Cyg
104858	0	0	del  	Equ
104963	0	0	phi  	Cap
104974	0	0	     	Cap
104887	0	0	tau  	Cyg
104987	0	0	alf  	Equ
105140	0	0	eps  	Mic
105143	0	0	     	Cap
105168	0	0	     	Cap
105319	0	0	the  	Ind
105164	0	0	     	Aqr
105102	0	0	sig  	Cyg
105138	0	0	ups  	Cyg
105382	0	0	the01	Mic
105186	0	0	A    	Cyg
105678	0	0	Y    	Pav
105412	0	0	     	Aqr
105199	0	0	alf  	Cep
105413	0	0	     	Equ
105411	0	0	     	Vul
105515	0	0	iot  	Cap
105268	0	0	     	Cep
105502	0	0	     	Peg
105574	0	0	     	Aqr
105570	0	0	bet  	Equ
105696	0	0	the02	Mic
105858	0	0	gam  	Pav
105665	0	0	     	Cap
105668	0	0	     	Aqr
105841	0	0	gam  	Ind
105729	0	0	     	Aqr
105761	0	0	     	Aqr
106044	0	0	SX   	Pav
105767	0	0	     	Aqr
105881	0	0	zet  	Cap
105928	0	0	     	Cap
105811	0	0	     	Cyg
106039	0	0	b    	Cap
106067	0	0	     	PsA
105942	0	0	     	Cyg
105966	0	0	     	Vul
106140	0	0	     	Peg
105972	0	0	     	Cep
106093	0	0	g    	Cyg
106327	0	0	ksi  	Gru
106340	0	0	     	PsA
106278	0	0	bet  	Aqr
106032	0	0	bet  	Cep
106559	0	0	     	Cap
106481	0	0	rho  	Cyg
106654	0	0	     	PsA
107089	0	0	nu.  	Oct
106551	0	0	     	Cyg
106703	0	0	     	PsA
106723	0	0	eps  	Cap
106642	0	0	W    	Cyg
106786	0	0	ksi  	Aqr
106783	0	0	     	Peg
106711	0	0	     	Cyg
106787	0	0	     	Peg
106856	0	0	     	Peg
106752	0	0	CP   	Cyg
106942	0	0	     	Aqr
106944	0	0	d    	Aqr
106985	0	0	gam  	Cap
106801	0	0	     	Cep
107843	0	0	lam  	Oct
107095	0	0	     	Cap
106999	0	0	     	Cyg
107128	0	0	     	Cap
107144	0	0	     	Aqr
107188	0	0	kap  	Cap
107151	0	0	     	Peg
107097	0	0	     	Cyg
107232	0	0	     	Cap
107129	0	0	V460 	Cyg
107162	0	0	     	Cyg
107136	0	0	pi.01	Cyg
107302	0	0	     	Cap
107380	0	0	iot  	PsA
107253	0	0	     	Cyg
107315	0	0	eps  	Peg
107310	0	0	mu.01	Cyg
107382	0	0	c    	Cap
107348	0	0	     	Peg
107354	0	0	kap  	Peg
107259	0	0	mu.  	Cep
107119	0	0	     	Cep
107487	0	0	     	Cap
107517	0	0	lam  	Cap
107472	0	0	     	Peg
107556	0	0	del  	Cap
107230	0	0	     	Dra
107608	0	0	the  	PsA
107575	0	0	     	Peg
107835	0	0	omi  	Ind
107418	0	0	nu.  	Cep
107533	0	0	pi.02	Cyg
107586	0	0	     	Cep
107763	0	0	     	Peg
107788	0	0	     	Peg
108036	0	0	mu.  	Cap
108085	0	0	gam  	Gru
107975	0	0	     	Peg
108022	0	0	     	Peg
108281	0	0	pi.  	Ind
108431	0	0	del  	Ind
108478	0	0	kap  	Ind
108165	0	0	     	Cep
108339	0	0	     	Peg
108317	0	0	VV   	Cep
108612	0	0	     	Peg
108661	0	0	eta  	PsA
108870	0	0	eps  	Ind
108691	0	0	     	Aqr
108693	0	0	     	Peg
108699	0	0	     	Peg
108797	0	0	     	Aqr
108535	0	0	     	Cep
108868	0	0	     	Aqr
108874	0	0	omi  	Aqr
108875	0	0	     	Peg
108952	0	0	     	PsA
108772	0	0	     	Cep
109081	0	0	kap  	Ind
108991	0	0	     	Aqr
109111	0	0	lam  	Gru
108925	0	0	     	Cep
109068	0	0	nu.  	Peg
109074	0	0	alf  	Aqr
108924	0	0	     	Cep
108917	0	0	ksi  	Cep
109139	0	0	iot  	Aqr
109056	0	0	     	Peg
109268	0	0	alf  	Gru
109005	0	0	     	Cep
109017	0	0	     	Cep
109176	0	0	iot  	Peg
109285	0	0	mu.  	PsA
109289	0	0	ups  	PsA
109240	0	0	     	Peg
109332	0	0	     	Aqr
109422	0	0	tau  	PsA
109303	0	0	AR   	Lac
109352	0	0	pi.01	Peg
109427	0	0	the  	Peg
109460	0	0	     	Aqr
109472	0	0	e    	Aqr
109410	0	0	pi.  	Peg
109458	0	0	     	Peg
109624	0	0	     	Aqr
109492	0	0	zet  	Cep
109400	0	0	     	Cep
109556	0	0	lam  	Cep
110078	0	0	psi  	Oct
109789	0	0	lam  	PsA
109786	0	0	     	Aqr
110256	0	0	eps  	Oct
109908	0	0	mu.01	Gru
109973	0	0	mu.02	Gru
109857	0	0	eps  	Cep
110000	0	0	     	Aqr
109937	0	0	     	Lac
110003	0	0	the  	Aqr
110130	0	0	alf  	Tuc
110023	0	0	     	Aqr
111196	0	0	ups  	Oct
110179	0	0	     	Aqr
110103	0	0	     	Cep
110273	0	0	rho  	Aqr
110298	0	0	     	Peg
110618	0	0	nu.  	Ind
110391	0	0	     	Aqr
110395	0	0	gam  	Aqr
110386	0	0	     	Peg
110478	0	0	pi.01	Gru
110371	0	0	     	Peg
110351	0	0	     	Lac
110506	0	0	pi.02	Gru
110529	0	0	     	Aqr
110548	0	0	     	Peg
110578	0	0	     	Aqr
110602	0	0	     	Aqr
110504	0	0	RW   	Cep
110538	0	0	bet  	Lac
110672	0	0	pi.  	Aqr
110838	0	0	del  	Tuc
110609	0	0	     	Lac
110778	0	0	f    	Aqr
110785	0	0	     	Peg
110882	0	0	     	Peg
110936	0	0	nu.  	Gru
110997	0	0	del01	Gru
110960	0	0	zet01	Aqr
111043	0	0	del02	Gru
110817	0	0	     	Cep
110986	0	0	     	Peg
111062	0	0	     	Peg
111086	0	0	     	Aqr
111138	0	0	zet  	PsA
110991	0	0	del  	Cep
110988	0	0	del  	Cep
111022	0	0	     	Lac
111123	0	0	sig  	Aqr
111068	0	0	     	Peg
111188	0	0	bet  	PsA
110787	0	0	     	Cep
111104	0	0	     	Lac
111310	0	0	nu.  	Tuc
111200	0	0	     	Aqr
111169	0	0	alf  	Lac
111278	0	0	     	Peg
111394	0	0	     	Aqr
111056	0	0	rho  	Cep
111449	0	0	ups  	Aqr
111497	0	0	eta  	Aqr
111594	0	0	sig01	Gru
111643	0	0	sig02	Gru
111546	0	0	     	Lac
111544	0	0	     	Lac
111710	0	0	kap  	Aqr
111674	0	0	     	Lac
111532	0	0	     	Cep
111810	0	0	     	Peg
111841	0	0	     	Lac
111884	0	0	     	Peg
111797	0	0	     	Cep
111954	0	0	eps  	PsA
112405	0	0	bet  	Oct
111944	0	0	     	Lac
112029	0	0	zet  	Peg
112122	0	0	bet  	Gru
112102	0	0	     	PsA
112031	0	0	     	Lac
112051	0	0	omi  	Peg
112203	0	0	rho  	Gru
112179	0	0	     	Aqr
112211	0	0	g    	Aqr
112158	0	0	eta  	Peg
112374	0	0	eta  	Gru
112242	0	0	     	Lac
112358	0	0	     	Peg
112781	0	0	ksi  	Oct
112447	0	0	ksi  	Peg
112440	0	0	lam  	Peg
112529	0	0	     	Aqr
112542	0	0	tau01	Aqr
112623	0	0	eps  	Gru
112615	0	0	     	Aqr
112716	0	0	tau02	Aqr
112748	0	0	mu.  	Peg
112778	0	0	     	Lac
112862	0	0	     	PsA
112724	0	0	iot  	Cep
112948	0	0	gam  	PsA
112935	0	0	sig  	Peg
112961	0	0	lam  	Aqr
112917	0	0	     	Lac
113044	0	0	tau01	Gru
113137	0	0	rho  	Ind
113031	0	0	     	Aqr
113136	0	0	del  	Aqr
113127	0	0	     	Aqr
113148	0	0	     	Aqr
113191	0	0	tau02	Gru
113190	0	0	tau02	Gru
113167	0	0	     	Psc
113186	0	0	rho  	Peg
113246	0	0	del  	PsA
113307	0	0	tau03	Gru
113281	0	0	     	Lac
113368	0	0	alf  	PsA
113357	0	0	     	Peg
113327	0	0	EW   	Lac
113503	0	0	     	Peg
113521	0	0	     	Psc
113638	0	0	zet  	Gru
113610	0	0	     	Psc
113674	0	0	     	Aqr
113726	0	0	omi  	And
113781	0	0	     	Aqr
113788	0	0	     	And
113860	0	0	pi.  	PsA
113889	0	0	bet  	Psc
113957	0	0	kap  	Gru
113881	0	0	bet  	Peg
113919	0	0	     	And
113963	0	0	alf  	Peg
113996	0	0	h    	Aqr
114131	0	0	the  	Gru
114119	0	0	c01  	Aqr
114132	0	0	ups  	Gru
114144	0	0	     	Peg
114155	0	0	     	Peg
114104	0	0	     	Cas
114200	0	0	     	And
114210	0	0	     	And
114273	0	0	A    	Psc
114341	0	0	c02  	Aqr
114347	0	0	     	Peg
114375	0	0	c03  	Aqr
114222	0	0	pi.  	Cep
114421	0	0	iot  	Gru
114389	0	0	     	Peg
114365	0	0	     	Cas
114430	0	0	     	And
114520	0	0	     	Peg
114526	0	0	     	Peg
114570	0	0	     	And
114724	0	0	phi  	Aqr
114855	0	0	psi01	Aqr
114844	0	0	     	Peg
114996	0	0	gam  	Tuc
114939	0	0	chi  	Aqr
114971	0	0	gam  	Psc
115033	0	0	psi02	Aqr
115054	0	0	phi  	Gru
115022	0	0	     	And
115836	0	0	tau  	Oct
115102	0	0	gam  	Scl
115065	0	0	     	And
115115	0	0	psi03	Aqr
115126	0	0	     	Aqr
115142	0	0	     	Aqr
115088	0	0	omi  	Cep
115152	0	0	     	And
115191	0	0	     	And
115227	0	0	b    	Psc
115250	0	0	tau  	Peg
115271	0	0	     	Peg
115280	0	0	     	And
115355	0	0	     	Peg
115404	0	0	     	Aqr
115407	0	0	     	Peg
115438	0	0	b01  	Aqr
115444	0	0	     	Peg
115591	0	0	     	Peg
115590	0	0	     	Cas
115623	0	0	ups  	Peg
115669	0	0	b02  	Aqr
115713	0	0	omi  	Gru
115738	0	0	kap  	Psc
115768	0	0	     	Psc
115755	0	0	     	And
115806	0	0	     	Peg
115830	0	0	the  	Psc
115919	0	0	     	Peg
115990	0	0	AR   	Cas
116076	0	0	     	And
116118	0	0	     	Aqr
116146	0	0	     	Psc
116231	0	0	bet  	Scl
116247	0	0	b03  	Aqr
116264	0	0	     	Peg
116310	0	0	     	Peg
116323	0	0	     	Psc
116354	0	0	     	And
116355	0	0	     	Peg
116389	0	0	iot  	Phe
116422	0	0	     	Psc
116495	0	0	     	Psc
116592	0	0	     	Peg
116584	0	0	lam  	And
116611	0	0	     	Peg
116631	0	0	iot  	And
116737	0	0	the  	Phe
116709	0	0	     	And
116758	0	0	ome01	Aqr
116771	0	0	iot  	Psc
116727	0	0	gam  	Cep
116820	0	0	mu.  	Scl
116805	0	0	kap  	And
116889	0	0	A01  	Aqr
116904	0	0	A02  	Aqr
116901	0	0	A02  	Aqr
116928	0	0	lam  	Psc
116971	0	0	ome02	Aqr
116972	0	0	     	Peg
117020	0	0	     	Peg
117073	0	0	     	Peg
117089	0	0	i01  	Aqr
117218	0	0	i02  	Aqr
117221	0	0	psi  	And
117245	0	0	TX   	Psc
117315	0	0	sig  	Phe
117301	0	0	tau  	Cas
117375	0	0	     	Psc
117452	0	0	del  	Scl
117447	0	0	     	Cas
117491	0	0	     	Psc
117500	0	0	     	Peg
117628	0	0	     	Peg
117629	0	0	i03  	Aqr
117689	0	0	gam01	Oct
117683	0	0	     	Psc
117718	0	0	phi  	Peg
117730	0	0	     	Peg
117756	0	0	h    	Aqr
117761	0	0	     	Psc
117774	0	0	     	Psc
117863	0	0	rho  	Cas
117927	0	0	     	Psc
117957	0	0	V373 	Cas
118027	0	0	V    	Cep
118114	0	0	gam02	Oct
118121	0	0	eta  	Tuc
118131	0	0	psi  	Peg
118178	0	0	     	Cet
118209	0	0	     	Psc
118234	0	0	pi.  	Phe
118243	0	0	sig  	Cas
118268	0	0	ome  	Psc
118322	0	0	eps  	Tuc
63	0	0	CG   	And
88	0	0	tau  	Phe
122	0	0	the  	Oct
145	0	0	     	Psc
171	0	0	     	Peg
154	0	0	     	Psc
183	0	0	zet  	Scl
186	0	0	     	Psc
194	0	0	c    	Psc
301	0	0	     	Cet
330	0	0	     	Cas
355	0	0	     	Cet
30756	0	0	     	Gem
